EVENT,COUNTRY,FREQUENCY,TIME,ISCED11,AGE,SEX,VALUE
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,40.2
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,41.7
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,38.5
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,40.0
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,42.4
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,37.5
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,41.7
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,42.6
Cinema,Czechia,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,40.8
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,41.6
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,42.4
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,40.5
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,41.7
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,44.4
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,38.4
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,43.2
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,45.3
Cinema,Czechia,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,40.3
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,37.1
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,46.0
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,29.8
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,37.5
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,38.8
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,36.7
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,41.4
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,38.6
Cinema,Czechia,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,43.2
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Total,85.5
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Males,83.9
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Females,87.3
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Total,81.6
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Males,81.7
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Females,81.4
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Total,71.4
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Males,72.1
Cinema,Czechia,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Females,70.6
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,86.5
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,84.3
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,89.3
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,81.3
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,82.4
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,80.0
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,69.6
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,71.9
Cinema,Czechia,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,66.5
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,95.8
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,97.0
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,94.7
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,86.9
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,86.6
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,87.1
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,81.0
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,81.6
Cinema,Czechia,At least once,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,80.6
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,45.3
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,42.2
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,48.7
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,41.5
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,39.3
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,43.9
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,29.7
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,29.6
Cinema,Czechia,At least 4 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,29.8
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,45.0
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,41.9
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,48.8
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,39.6
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,38.0
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,41.6
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,26.4
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,26.6
Cinema,Czechia,At least 4 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,26.2
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,58.6
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,51.0
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,64.9
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,49.4
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,47.8
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,50.5
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,39.6
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,43.0
Cinema,Czechia,At least 4 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,37.4
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Total,10.0
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Males,8.4
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 24 years,Females,11.8
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Total,10.3
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Males,10.1
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 16 to 29 years,Females,10.4
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Total,16.2
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Males,17.8
Cinema,Denmark,Not in the last 12 months,2015,All ISCED 2011 levels,From 25 to 34 years,Females,14.6
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,11.5
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,7.0
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,15.2
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,12.5
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,11.1
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,13.9
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,20.2
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,23.5
Cinema,Denmark,Not in the last 12 months,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,16.2
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,7.0
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,7.6
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,6.5
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,3.8
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,4.2
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,3.4
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,10.5
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,7.5
Cinema,Denmark,Not in the last 12 months,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,12.7
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Total,55.4
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Males,60.7
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 24 years,Females,49.5
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Total,56.5
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Males,57.5
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 16 to 29 years,Females,55.3
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Total,56.2
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Males,53.8
Cinema,Denmark,From 1 to 3 times,2015,All ISCED 2011 levels,From 25 to 34 years,Females,58.6
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,57.4
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,66.9
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,49.7
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,56.3
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,58.7
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,54.0
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,56.1
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,52.4
Cinema,Denmark,From 1 to 3 times,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Females,60.8
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,46.1
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Males,68.5
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 24 years,Females,28.8
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,58.3
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Males,58.4
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 16 to 29 years,Females,58.2
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,56.4
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Males,56.6
Cinema,Denmark,From 1 to 3 times,2015,Tertiary education (levels 5-8),From 25 to 34 years,Females,56.3
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Total,90.0
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Males,91.6
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 16 to 24 years,Females,88.2
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Total,89.7
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Males,89.9
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 16 to 29 years,Females,89.6
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Total,83.8
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Males,82.2
Cinema,Denmark,At least once,2015,All ISCED 2011 levels,From 25 to 34 years,Females,85.4
Cinema,Denmark,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,88.5
Cinema,Denmark,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Males,93.0
Cinema,Denmark,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Females,84.8
Cinema,Denmark,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,87.5
Cinema,Denmark,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Males,88.9
Cinema,Denmark,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Females,86.1
Cinema,Denmark,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,79.8
Cinema,Denmark,At least once,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Males,76.5
