SECT_PERF,COUNTRY,TIME,VALUE
All sectors,Latvia,2020,0.71
All sectors,Montenegro,2011,0.31
All sectors,Montenegro,2013,0.37
All sectors,Montenegro,2014,0.36
All sectors,Montenegro,2015,0.37
All sectors,Montenegro,2016,0.32
All sectors,Montenegro,2017,0.35
All sectors,Montenegro,2018,0.5
All sectors,North Macedonia,2015,0.44
All sectors,North Macedonia,2016,0.44
All sectors,North Macedonia,2017,0.35
All sectors,North Macedonia,2018,0.36
All sectors,North Macedonia,2019,0.37
All sectors,North Macedonia,2020,0.38
All sectors,Malta,2002,0.25
All sectors,Malta,2003,0.24
All sectors,Malta,2004,0.49
All sectors,Malta,2005,0.53
All sectors,Malta,2006,0.58
All sectors,Malta,2007,0.55
All sectors,Malta,2008,0.53
All sectors,Malta,2009,0.51
All sectors,Malta,2010,0.59
All sectors,Malta,2011,0.67
All sectors,Malta,2012,0.8
All sectors,Malta,2013,0.74
All sectors,Malta,2014,0.69
All sectors,Malta,2015,0.72
All sectors,Malta,2016,0.56
All sectors,Malta,2017,0.55
All sectors,Malta,2018,0.58
All sectors,Malta,2019,0.57
All sectors,Malta,2020,0.67
All sectors,Netherlands,2000,1.79
All sectors,Netherlands,2001,1.8
All sectors,Netherlands,2002,1.75
All sectors,Netherlands,2003,1.78
All sectors,Netherlands,2004,1.79
All sectors,Netherlands,2005,1.77
All sectors,Netherlands,2006,1.74
All sectors,Netherlands,2007,1.67
All sectors,Netherlands,2008,1.62
All sectors,Netherlands,2009,1.67
All sectors,Netherlands,2010,1.7
All sectors,Netherlands,2011,1.88
All sectors,Netherlands,2012,1.92
All sectors,Netherlands,2013,2.16
All sectors,Netherlands,2014,2.17
All sectors,Netherlands,2015,2.15
All sectors,Netherlands,2016,2.15
All sectors,Netherlands,2017,2.18
All sectors,Netherlands,2018,2.14
All sectors,Netherlands,2019,2.18
All sectors,Netherlands,2020,2.29
All sectors,Norway,2001,1.56
All sectors,Norway,2002,1.63
All sectors,Norway,2003,1.68
All sectors,Norway,2004,1.54
All sectors,Norway,2005,1.48
All sectors,Norway,2006,1.46
All sectors,Norway,2007,1.56
All sectors,Norway,2008,1.55
All sectors,Norway,2009,1.72
All sectors,Norway,2010,1.65
All sectors,Norway,2011,1.63
All sectors,Norway,2012,1.62
All sectors,Norway,2013,1.65
All sectors,Norway,2014,1.72
All sectors,Norway,2015,1.94
All sectors,Norway,2016,2.04
All sectors,Norway,2017,2.1
All sectors,Norway,2018,2.05
All sectors,Norway,2019,2.16
All sectors,Norway,2020,2.28
All sectors,Poland,2000,0.64
All sectors,Poland,2001,0.62
All sectors,Poland,2002,0.56
All sectors,Poland,2003,0.54
All sectors,Poland,2004,0.55
All sectors,Poland,2005,0.56
All sectors,Poland,2006,0.55
All sectors,Poland,2007,0.56
All sectors,Poland,2008,0.6
All sectors,Poland,2009,0.66
All sectors,Poland,2010,0.72
All sectors,Poland,2011,0.75
All sectors,Poland,2012,0.88
All sectors,Poland,2013,0.88
All sectors,Poland,2014,0.94
All sectors,Poland,2015,1
All sectors,Poland,2016,0.96
All sectors,Poland,2017,1.03
All sectors,Poland,2018,1.21
All sectors,Poland,2019,1.32
All sectors,Poland,2020,1.39
All sectors,Portugal,2000,0.72
All sectors,Portugal,2001,0.76
All sectors,Portugal,2002,0.72
All sectors,Portugal,2003,0.7
All sectors,Portugal,2004,0.73
All sectors,Portugal,2005,0.76
All sectors,Portugal,2006,0.95
All sectors,Portugal,2007,1.12
All sectors,Portugal,2008,1.44
All sectors,Portugal,2009,1.58
All sectors,Portugal,2010,1.54
All sectors,Portugal,2011,1.46
All sectors,Portugal,2012,1.38
All sectors,Portugal,2013,1.32
All sectors,Portugal,2014,1.29
All sectors,Portugal,2015,1.24
All sectors,Portugal,2016,1.28
All sectors,Portugal,2017,1.32
All sectors,Portugal,2018,1.35
All sectors,Portugal,2019,1.4
All sectors,Portugal,2020,1.62
All sectors,Romania,2000,0.37
All sectors,Romania,2001,0.39
All sectors,Romania,2002,0.38
All sectors,Romania,2003,0.4
All sectors,Romania,2004,0.39
All sectors,Romania,2005,0.41
All sectors,Romania,2006,0.46
All sectors,Romania,2007,0.51
All sectors,Romania,2008,0.55
All sectors,Romania,2009,0.44
All sectors,Romania,2010,0.46
All sectors,Romania,2011,0.5
All sectors,Romania,2012,0.49
All sectors,Romania,2013,0.39
All sectors,Romania,2014,0.38
All sectors,Romania,2015,0.49
All sectors,Romania,2016,0.48
All sectors,Romania,2017,0.5
All sectors,Romania,2018,0.5
All sectors,Romania,2019,0.48
All sectors,Romania,2020,0.47
All sectors,Serbia,2009,0.82
All sectors,Serbia,2010,0.7
All sectors,Serbia,2011,0.68
All sectors,Serbia,2012,0.85
All sectors,Serbia,2013,0.68
All sectors,Serbia,2014,0.72
All sectors,Serbia,2015,0.81
All sectors,Serbia,2016,0.84
All sectors,Serbia,2017,0.87
All sectors,Serbia,2018,0.92
All sectors,Serbia,2019,0.89
All sectors,Serbia,2020,0.91
All sectors,Sweden,2001,3.87
All sectors,Sweden,2003,3.58
All sectors,Sweden,2004,3.36
All sectors,Sweden,2005,3.36
All sectors,Sweden,2006,3.48
All sectors,Sweden,2007,3.23
All sectors,Sweden,2008,3.47
All sectors,Sweden,2009,3.4
All sectors,Sweden,2010,3.17
All sectors,Sweden,2011,3.19
All sectors,Sweden,2012,3.23
All sectors,Sweden,2013,3.26
All sectors,Sweden,2014,3.1
All sectors,Sweden,2015,3.22
All sectors,Sweden,2016,3.25
All sectors,Sweden,2017,3.36
All sectors,Sweden,2018,3.32
All sectors,Sweden,2019,3.39
All sectors,Sweden,2020,3.53
All sectors,Slovenia,2000,1.36
All sectors,Slovenia,2001,1.47
All sectors,Slovenia,2002,1.44
All sectors,Slovenia,2003,1.25
All sectors,Slovenia,2004,1.37
All sectors,Slovenia,2005,1.42
All sectors,Slovenia,2006,1.54
All sectors,Slovenia,2007,1.43
All sectors,Slovenia,2008,1.63
All sectors,Slovenia,2009,1.81
All sectors,Slovenia,2010,2.05
All sectors,Slovenia,2011,2.41
All sectors,Slovenia,2012,2.56
All sectors,Slovenia,2013,2.56
All sectors,Slovenia,2014,2.37
All sectors,Slovenia,2015,2.2
All sectors,Slovenia,2016,2.01
All sectors,Slovenia,2017,1.87
All sectors,Slovenia,2018,1.95
All sectors,Slovenia,2019,2.05
All sectors,Slovenia,2020,2.15
All sectors,Slovakia,2000,0.64
All sectors,Slovakia,2001,0.62
All sectors,Slovakia,2002,0.56
All sectors,Slovakia,2003,0.56
All sectors,Slovakia,2004,0.5
All sectors,Slovakia,2005,0.49
All sectors,Slovakia,2006,0.47
All sectors,Slovakia,2007,0.45
All sectors,Slovakia,2008,0.46
All sectors,Slovakia,2009,0.47
All sectors,Slovakia,2010,0.61
All sectors,Slovakia,2011,0.66
All sectors,Slovakia,2012,0.8
All sectors,Slovakia,2013,0.82
All sectors,Slovakia,2014,0.88
All sectors,Slovakia,2015,1.16
All sectors,Slovakia,2016,0.79
All sectors,Slovakia,2017,0.89
All sectors,Slovakia,2018,0.84
All sectors,Slovakia,2019,0.83
All sectors,Slovakia,2020,0.91
All sectors,United Kingdom,2000,1.62
All sectors,United Kingdom,2001,1.61
All sectors,United Kingdom,2002,1.62
All sectors,United Kingdom,2003,1.58
All sectors,United Kingdom,2004,1.54
All sectors,United Kingdom,2005,1.56
All sectors,United Kingdom,2006,1.58
All sectors,United Kingdom,2007,1.62
All sectors,United Kingdom,2008,1.61
All sectors,United Kingdom,2009,1.67
All sectors,United Kingdom,2010,1.64
All sectors,United Kingdom,2011,1.65
All sectors,United Kingdom,2012,1.58
All sectors,United Kingdom,2013,1.62
All sectors,United Kingdom,2014,1.64
All sectors,United Kingdom,2015,1.65
All sectors,United Kingdom,2016,1.66
All sectors,United Kingdom,2017,1.68
All sectors,United Kingdom,2018,1.73
All sectors,United Kingdom,2019,1.76
