TIME,COUNTRY,ISCEDF13,VALUE
2013,Romania,Sports,359
2013,Romania,Travel tourism and leisure,28
2013,Romania,Transport services,82
2013,Slovenia,Total,2563
2013,Slovenia,Education,117
2013,Slovenia,Arts and humanities,325
2013,Slovenia,Social sciences journalism and information,479
2013,Slovenia,Business administration and law,514
2013,Slovenia,Natural sciences mathematics and statistics,171
2013,Slovenia,Biology,0
2013,Slovenia,Biochemistry,0
2013,Slovenia,Environment,31
2013,Slovenia,Physical sciences,25
2013,Slovenia,Mathematics and statistics,30
2013,Slovenia,Information and Communication Technologies,166
2013,Slovenia,Engineering manufacturing and construction,414
2013,Slovenia,Engineering and engineering trades,160
2013,Slovenia,Manufacturing and processing,38
2013,Slovenia,Architecture and construction,176
2013,Slovenia,Agriculture forestry fisheries and veterinary,71
2013,Slovenia,Health and welfare,191
2013,Slovenia,Health,0
2013,Slovenia,Dental studies,0
2013,Slovenia,Medicine therapy and rehabilitation,0
2013,Slovenia,Welfare,0
2013,Slovenia,Care of the elderly and of disabled adults,0
2013,Slovenia,Child care and youth services,0
2013,Slovenia,Social work and counselling,27
2013,Slovenia,Services,116
2013,Slovenia,Domestic services,0
2013,Slovenia,Hair and beauty services,4
2013,Slovenia,Hotel restaurants and catering,12
2013,Slovenia,Sports,4
2013,Slovenia,Travel tourism and leisure,36
2013,Slovenia,Transport services,37
2013,Slovakia,Total,10183
2013,Slovakia,Education,1123
2013,Slovakia,Arts and humanities,552
2013,Slovakia,Social sciences journalism and information,268
2013,Slovakia,Business administration and law,1605
2013,Slovakia,Natural sciences mathematics and statistics,141
2013,Slovakia,Biology,0
2013,Slovakia,Biochemistry,0
2013,Slovakia,Environment,39
2013,Slovakia,Physical sciences,42
2013,Slovakia,Mathematics and statistics,23
2013,Slovakia,Information and Communication Technologies,83
2013,Slovakia,Engineering manufacturing and construction,610
2013,Slovakia,Engineering and engineering trades,283
2013,Slovakia,Manufacturing and processing,145
2013,Slovakia,Architecture and construction,182
2013,Slovakia,Agriculture forestry fisheries and veterinary,198
2013,Slovakia,Health and welfare,5423
2013,Slovakia,Health,0
2013,Slovakia,Dental studies,331
2013,Slovakia,Medicine therapy and rehabilitation,0
2013,Slovakia,Welfare,0
2013,Slovakia,Care of the elderly and of disabled adults,0
2013,Slovakia,Child care and youth services,0
2013,Slovakia,Social work and counselling,747
2013,Slovakia,Services,180
2013,Slovakia,Domestic services,0
2013,Slovakia,Hair and beauty services,0
2013,Slovakia,Hotel restaurants and catering,1
2013,Slovakia,Sports,16
2013,Slovakia,Travel tourism and leisure,48
2013,Slovakia,Transport services,76
2013,Finland,Total,21859
2013,Finland,Education,452
2013,Finland,Arts and humanities,2406
2013,Finland,Social sciences journalism and information,1052
2013,Finland,Business administration and law,4759
2013,Finland,Natural sciences mathematics and statistics,1136
2013,Finland,Biology,228
2013,Finland,Biochemistry,214
2013,Finland,Environment,164
2013,Finland,Physical sciences,428
2013,Finland,Mathematics and statistics,93
2013,Finland,Information and Communication Technologies,3884
2013,Finland,Engineering manufacturing and construction,4255
2013,Finland,Engineering and engineering trades,3425
2013,Finland,Manufacturing and processing,326
2013,Finland,Architecture and construction,504
2013,Finland,Agriculture forestry fisheries and veterinary,409
2013,Finland,Health and welfare,2262
2013,Finland,Health,1890
2013,Finland,Dental studies,39
2013,Finland,Medicine therapy and rehabilitation,0
2013,Finland,Welfare,372
2013,Finland,Care of the elderly and of disabled adults,0
2013,Finland,Child care and youth services,0
2013,Finland,Social work and counselling,372
2013,Finland,Services,1244
2013,Finland,Domestic services,147
2013,Finland,Hair and beauty services,4
2013,Finland,Hotel restaurants and catering,255
2013,Finland,Sports,119
2013,Finland,Travel tourism and leisure,561
2013,Finland,Transport services,122
2013,Sweden,Total,25438
2013,Sweden,Education,647
2013,Sweden,Arts and humanities,2854
2013,Sweden,Social sciences journalism and information,3232
2013,Sweden,Business administration and law,3197
2013,Sweden,Natural sciences mathematics and statistics,3502
2013,Sweden,Biology,0
2013,Sweden,Biochemistry,0
2013,Sweden,Environment,329
2013,Sweden,Physical sciences,1551
2013,Sweden,Mathematics and statistics,426
2013,Sweden,Information and Communication Technologies,1599
2013,Sweden,Engineering manufacturing and construction,7139
2013,Sweden,Engineering and engineering trades,4412
2013,Sweden,Manufacturing and processing,140
2013,Sweden,Architecture and construction,1165
2013,Sweden,Agriculture forestry fisheries and veterinary,213
2013,Sweden,Health and welfare,2865
2013,Sweden,Health,0
2013,Sweden,Dental studies,68
2013,Sweden,Medicine therapy and rehabilitation,0
2013,Sweden,Welfare,0
2013,Sweden,Care of the elderly and of disabled adults,0
2013,Sweden,Child care and youth services,16
2013,Sweden,Social work and counselling,152
2013,Sweden,Services,169
2013,Sweden,Domestic services,0
2013,Sweden,Hair and beauty services,0
2013,Sweden,Hotel restaurants and catering,4
2013,Sweden,Sports,105
2013,Sweden,Travel tourism and leisure,42
2013,Sweden,Transport services,15
2013,Iceland,Total,1249
2013,Iceland,Education,84
2013,Iceland,Arts and humanities,497
2013,Iceland,Social sciences journalism and information,123
2013,Iceland,Business administration and law,195
2013,Iceland,Natural sciences mathematics and statistics,151
2013,Iceland,Biology,0
2013,Iceland,Biochemistry,0
2013,Iceland,Environment,27
2013,Iceland,Physical sciences,85
2013,Iceland,Mathematics and statistics,2
2013,Iceland,Information and Communication Technologies,22
2013,Iceland,Engineering manufacturing and construction,73
2013,Iceland,Engineering and engineering trades,33
2013,Iceland,Manufacturing and processing,4
2013,Iceland,Architecture and construction,29
2013,Iceland,Agriculture forestry fisheries and veterinary,29
2013,Iceland,Health and welfare,62
2013,Iceland,Health,0
2013,Iceland,Dental studies,2
2013,Iceland,Medicine therapy and rehabilitation,0
2013,Iceland,Welfare,0
2013,Iceland,Care of the elderly and of disabled adults,0
2013,Iceland,Child care and youth services,0
2013,Iceland,Social work and counselling,4
2013,Iceland,Services,13
2013,Iceland,Domestic services,0
2013,Iceland,Hair and beauty services,0
2013,Iceland,Hotel restaurants and catering,0
2013,Iceland,Sports,0
2013,Iceland,Travel tourism and leisure,13
2013,Iceland,Transport services,0
2013,Liechtenstein,Total,697
2013,Liechtenstein,Education,0
2013,Liechtenstein,Arts and humanities,0
2013,Liechtenstein,Social sciences journalism and information,493
2013,Liechtenstein,Business administration and law,20
2013,Liechtenstein,Natural sciences mathematics and statistics,0
2013,Liechtenstein,Biology,0
2013,Liechtenstein,Biochemistry,0
2013,Liechtenstein,Environment,0
2013,Liechtenstein,Physical sciences,0
2013,Liechtenstein,Mathematics and statistics,0
2013,Liechtenstein,Information and Communication Technologies,0
2013,Liechtenstein,Engineering manufacturing and construction,155
2013,Liechtenstein,Engineering and engineering trades,0
2013,Liechtenstein,Manufacturing and processing,0
2013,Liechtenstein,Architecture and construction,155
2013,Liechtenstein,Agriculture forestry fisheries and veterinary,0
2013,Liechtenstein,Health and welfare,29
2013,Liechtenstein,Health,0
2013,Liechtenstein,Dental studies,0
2013,Liechtenstein,Medicine therapy and rehabilitation,0
2013,Liechtenstein,Welfare,0
2013,Liechtenstein,Care of the elderly and of disabled adults,0
2013,Liechtenstein,Child care and youth services,0
2013,Liechtenstein,Social work and counselling,0
2013,Liechtenstein,Services,0
2013,Liechtenstein,Domestic services,0
2013,Liechtenstein,Hair and beauty services,0
2013,Liechtenstein,Hotel restaurants and catering,0
2013,Liechtenstein,Sports,0
2013,Liechtenstein,Travel tourism and leisure,0
2013,Liechtenstein,Transport services,0
2013,Norway,Total,9234
2013,Norway,Education,429
2013,Norway,Arts and humanities,1574
2013,Norway,Social sciences journalism and information,1165
2013,Norway,Business administration and law,1226
2013,Norway,Natural sciences mathematics and statistics,725
2013,Norway,Biology,245
2013,Norway,Biochemistry,68
2013,Norway,Environment,-77
2013,Norway,Physical sciences,378
2013,Norway,Mathematics and statistics,110
2013,Norway,Information and Communication Technologies,524
2013,Norway,Engineering manufacturing and construction,1240
2013,Norway,Engineering and engineering trades,699
2013,Norway,Manufacturing and processing,10
2013,Norway,Architecture and construction,182
2013,Norway,Agriculture forestry fisheries and veterinary,150
2013,Norway,Health and welfare,891
2013,Norway,Health,714
2013,Norway,Dental studies,35
2013,Norway,Medicine therapy and rehabilitation,0
2013,Norway,Welfare,174
2013,Norway,Care of the elderly and of disabled adults,0
2013,Norway,Child care and youth services,46
2013,Norway,Social work and counselling,127
2013,Norway,Services,229
2013,Norway,Domestic services,0
2013,Norway,Hair and beauty services,1
2013,Norway,Hotel restaurants and catering,45
2013,Norway,Sports,79
2013,Norway,Travel tourism and leisure,39
2013,Norway,Transport services,43
2013,Switzerland,Total,47142
2013,Switzerland,Education,2216
2013,Switzerland,Arts and humanities,7350
2013,Switzerland,Social sciences journalism and information,5289
2013,Switzerland,Business administration and law,9411
2013,Switzerland,Natural sciences mathematics and statistics,7800
2013,Switzerland,Biology,2479
2013,Switzerland,Biochemistry,0
2013,Switzerland,Environment,1006
2013,Switzerland,Physical sciences,3461
2013,Switzerland,Mathematics and statistics,854
2013,Switzerland,Information and Communication Technologies,1581
2013,Switzerland,Engineering manufacturing and construction,8227
2013,Switzerland,Engineering and engineering trades,4442
2013,Switzerland,Manufacturing and processing,478
2013,Switzerland,Architecture and construction,3307
2013,Switzerland,Agriculture forestry fisheries and veterinary,241
2013,Switzerland,Health and welfare,3469
2013,Switzerland,Health,2758
2013,Switzerland,Dental studies,188
2013,Switzerland,Medicine therapy and rehabilitation,0
2013,Switzerland,Welfare,711
2013,Switzerland,Care of the elderly and of disabled adults,0
2013,Switzerland,Child care and youth services,0
2013,Switzerland,Social work and counselling,711
2013,Switzerland,Services,944
2013,Switzerland,Domestic services,26
2013,Switzerland,Hair and beauty services,0
2013,Switzerland,Hotel restaurants and catering,861
2013,Switzerland,Sports,9
2013,Switzerland,Travel tourism and leisure,48
2013,Switzerland,Transport services,0
2013,United Kingdom,Total,416693
2013,United Kingdom,Education,10406
2013,United Kingdom,Arts and humanities,52839
2013,United Kingdom,Social sciences journalism and information,47688
2013,United Kingdom,Business administration and law,138635
2013,United Kingdom,Natural sciences mathematics and statistics,41765
2013,United Kingdom,Biology,0
2013,United Kingdom,Biochemistry,0
2013,United Kingdom,Environment,0
2013,United Kingdom,Physical sciences,13370
2013,United Kingdom,Mathematics and statistics,8516
2013,United Kingdom,Information and Communication Technologies,18836
2013,United Kingdom,Engineering manufacturing and construction,61617
2013,United Kingdom,Engineering and engineering trades,48378
2013,United Kingdom,Manufacturing and processing,1988
2013,United Kingdom,Architecture and construction,11251
2013,United Kingdom,Agriculture forestry fisheries and veterinary,3345
2013,United Kingdom,Health and welfare,31923
2013,United Kingdom,Health,0
2013,United Kingdom,Dental studies,0
2013,United Kingdom,Medicine therapy and rehabilitation,0
2013,United Kingdom,Welfare,0
2013,United Kingdom,Care of the elderly and of disabled adults,0
2013,United Kingdom,Child care and youth services,0
2013,United Kingdom,Social work and counselling,0
2013,United Kingdom,Services,7684
2013,United Kingdom,Domestic services,0
2013,United Kingdom,Hair and beauty services,0
2013,United Kingdom,Hotel restaurants and catering,0
2013,United Kingdom,Sports,0
2013,United Kingdom,Travel tourism and leisure,0
2013,United Kingdom,Transport services,0
2013,North Macedonia,Total,1302
2013,North Macedonia,Education,62
2013,North Macedonia,Arts and humanities,335
2013,North Macedonia,Social sciences journalism and information,148
2013,North Macedonia,Business administration and law,304
2013,North Macedonia,Natural sciences mathematics and statistics,68
2013,North Macedonia,Biology,0
2013,North Macedonia,Biochemistry,0
2013,North Macedonia,Environment,0
2013,North Macedonia,Physical sciences,18
2013,North Macedonia,Mathematics and statistics,22
2013,North Macedonia,Information and Communication Technologies,180
2013,North Macedonia,Engineering manufacturing and construction,90
2013,North Macedonia,Engineering and engineering trades,31
2013,North Macedonia,Manufacturing and processing,3
2013,North Macedonia,Architecture and construction,56
2013,North Macedonia,Agriculture forestry fisheries and veterinary,2
2013,North Macedonia,Health and welfare,76
2013,North Macedonia,Health,0
2013,North Macedonia,Dental studies,7
2013,North Macedonia,Medicine therapy and rehabilitation,0
2013,North Macedonia,Welfare,0
2013,North Macedonia,Care of the elderly and of disabled adults,0
2013,North Macedonia,Child care and youth services,0
2013,North Macedonia,Social work and counselling,0
2013,North Macedonia,Services,37
2013,North Macedonia,Domestic services,0
2013,North Macedonia,Hair and beauty services,0
2013,North Macedonia,Hotel restaurants and catering,4
