"TIME","GEO","UNIT","SECTOR","COFOG99","NA_ITEM","Value"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Total","Total general government expenditure","49.9"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","General public services","Total general government expenditure","9.0"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Defence","Total general government expenditure","1.4"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Public order and safety","Total general government expenditure","1.9"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Economic affairs","Total general government expenditure","4.0"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Fuel and energy","Total general government expenditure","0.3"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Transport","Total general government expenditure","1.9"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Environmental protection","Total general government expenditure","0.8"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Housing and community amenities","Total general government expenditure","0.8"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Health","Total general government expenditure","7.4"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Medical products, appliances and equipment","Total general government expenditure","1.0"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Outpatient services","Total general government expenditure","2.5"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Hospital services","Total general government expenditure","3.3"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Recreation, culture and religion","Total general government expenditure","0.7"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Recreational and sporting services","Total general government expenditure","0.2"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Cultural services","Total general government expenditure","0.3"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Education","Total general government expenditure","4.3"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Tertiary education","Total general government expenditure","0.4"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Social protection","Total general government expenditure","19.7"
"2010","Italy","Percentage of gross domestic product (GDP)","General government","Sickness and disability","Total general government expenditure","1.7"
