"TIME","GEO","AGE","SEX","INDIC_IL","UNIT","Value"
"2008","Lithuania","From 16 to 64 years","Total","Median equivalised net income","Euro","4,468"
"2008","Lithuania","16 years or over","Total","Median equivalised net income","Euro","4,136"
"2008","Lithuania","Less than 18 years","Total","Median equivalised net income","Euro","4,006"
"2008","Lithuania","From 18 to 24 years","Total","Median equivalised net income","Euro","4,098"
"2008","Lithuania","From 18 to 64 years","Total","Median equivalised net income","Euro","4,495"
"2008","Lithuania","18 years or over","Total","Median equivalised net income","Euro","4,142"
"2008","Lithuania","From 25 to 49 years","Total","Median equivalised net income","Euro","4,734"
"2008","Lithuania","From 25 to 54 years","Total","Median equivalised net income","Euro","4,736"
"2008","Lithuania","From 50 to 64 years","Total","Median equivalised net income","Euro","4,273"
"2008","Lithuania","From 55 to 64 years","Total","Median equivalised net income","Euro","4,032"
"2008","Lithuania","Less than 60 years","Total","Median equivalised net income","Euro","4,421"
"2008","Lithuania","60 years or over","Total","Median equivalised net income","Euro","3,172"
"2008","Lithuania","Less than 65 years","Total","Median equivalised net income","Euro","4,411"
"2008","Lithuania","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2008","Lithuania","65 years or over","Total","Median equivalised net income","Euro","3,076"
"2008","Lithuania","Less than 75 years","Total","Median equivalised net income","Euro","4,240"
"2008","Lithuania","75 years or over","Total","Median equivalised net income","Euro","2,912"
"2008","Luxembourg","Total","Total","Median equivalised net income","Euro","30,917"
"2008","Luxembourg","Less than 6 years","Total","Median equivalised net income","Euro","28,052"
"2008","Luxembourg","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2008","Luxembourg","From 6 to 11 years","Total","Median equivalised net income","Euro","29,961"
"2008","Luxembourg","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2008","Luxembourg","From 12 to 17 years","Total","Median equivalised net income","Euro","27,145"
"2008","Luxembourg","Less than 16 years","Total","Median equivalised net income","Euro","28,405"
"2008","Luxembourg","From 16 to 24 years","Total","Median equivalised net income","Euro","28,867"
"2008","Luxembourg","From 16 to 64 years","Total","Median equivalised net income","Euro","32,092"
"2008","Luxembourg","16 years or over","Total","Median equivalised net income","Euro","31,674"
"2008","Luxembourg","Less than 18 years","Total","Median equivalised net income","Euro","28,405"
"2008","Luxembourg","From 18 to 24 years","Total","Median equivalised net income","Euro","29,327"
"2008","Luxembourg","From 18 to 64 years","Total","Median equivalised net income","Euro","32,332"
"2008","Luxembourg","18 years or over","Total","Median equivalised net income","Euro","31,674"
"2008","Luxembourg","From 25 to 49 years","Total","Median equivalised net income","Euro","31,635"
"2008","Luxembourg","From 25 to 54 years","Total","Median equivalised net income","Euro","31,861"
"2008","Luxembourg","From 50 to 64 years","Total","Median equivalised net income","Euro","34,712"
"2008","Luxembourg","From 55 to 64 years","Total","Median equivalised net income","Euro","36,145"
"2008","Luxembourg","Less than 60 years","Total","Median equivalised net income","Euro","30,917"
"2008","Luxembourg","60 years or over","Total","Median equivalised net income","Euro","31,099"
"2008","Luxembourg","Less than 65 years","Total","Median equivalised net income","Euro","31,228"
"2008","Luxembourg","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2008","Luxembourg","65 years or over","Total","Median equivalised net income","Euro","30,224"
"2008","Luxembourg","Less than 75 years","Total","Median equivalised net income","Euro","31,108"
"2008","Luxembourg","75 years or over","Total","Median equivalised net income","Euro","29,895"
"2008","Hungary","Total","Total","Median equivalised net income","Euro","4,400"
"2008","Hungary","Less than 6 years","Total","Median equivalised net income","Euro","3,909"
"2008","Hungary","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2008","Hungary","From 6 to 11 years","Total","Median equivalised net income","Euro","3,857"
"2008","Hungary","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2008","Hungary","From 12 to 17 years","Total","Median equivalised net income","Euro","3,847"
"2008","Hungary","Less than 16 years","Total","Median equivalised net income","Euro","3,904"
"2008","Hungary","From 16 to 24 years","Total","Median equivalised net income","Euro","3,959"
"2008","Hungary","From 16 to 64 years","Total","Median equivalised net income","Euro","4,504"
"2008","Hungary","16 years or over","Total","Median equivalised net income","Euro","4,483"
"2008","Hungary","Less than 18 years","Total","Median equivalised net income","Euro","3,865"
"2008","Hungary","From 18 to 24 years","Total","Median equivalised net income","Euro","4,054"
"2008","Hungary","From 18 to 64 years","Total","Median equivalised net income","Euro","4,538"
"2008","Hungary","18 years or over","Total","Median equivalised net income","Euro","4,507"
"2008","Hungary","From 25 to 49 years","Total","Median equivalised net income","Euro","4,538"
"2008","Hungary","From 25 to 54 years","Total","Median equivalised net income","Euro","4,559"
"2008","Hungary","From 50 to 64 years","Total","Median equivalised net income","Euro","4,714"
"2008","Hungary","From 55 to 64 years","Total","Median equivalised net income","Euro","4,744"
"2008","Hungary","Less than 60 years","Total","Median equivalised net income","Euro","4,353"
"2008","Hungary","60 years or over","Total","Median equivalised net income","Euro","4,501"
"2008","Hungary","Less than 65 years","Total","Median equivalised net income","Euro","4,396"
"2008","Hungary","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2008","Hungary","65 years or over","Total","Median equivalised net income","Euro","4,414"
"2008","Hungary","Less than 75 years","Total","Median equivalised net income","Euro","4,397"
"2008","Hungary","75 years or over","Total","Median equivalised net income","Euro","4,436"
"2008","Malta","Total","Total","Median equivalised net income","Euro","10,009"
"2008","Malta","Less than 6 years","Total","Median equivalised net income","Euro","8,940"
"2008","Malta","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2008","Malta","From 6 to 11 years","Total","Median equivalised net income","Euro","8,916"
"2008","Malta","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2008","Malta","From 12 to 17 years","Total","Median equivalised net income","Euro","8,746"
"2008","Malta","Less than 16 years","Total","Median equivalised net income","Euro","8,769"
"2008","Malta","From 16 to 24 years","Total","Median equivalised net income","Euro","10,933"
"2008","Malta","From 16 to 64 years","Total","Median equivalised net income","Euro","10,938"
"2008","Malta","16 years or over","Total","Median equivalised net income","Euro","10,328"
"2008","Malta","Less than 18 years","Total","Median equivalised net income","Euro","8,801"
"2008","Malta","From 18 to 24 years","Total","Median equivalised net income","Euro","11,539"
"2008","Malta","From 18 to 64 years","Total","Median equivalised net income","Euro","11,028"
"2008","Malta","18 years or over","Total","Median equivalised net income","Euro","10,354"
"2008","Malta","From 25 to 49 years","Total","Median equivalised net income","Euro","10,938"
"2008","Malta","From 25 to 54 years","Total","Median equivalised net income","Euro","11,173"
"2008","Malta","From 50 to 64 years","Total","Median equivalised net income","Euro","10,956"
"2008","Malta","From 55 to 64 years","Total","Median equivalised net income","Euro","10,313"
"2008","Malta","Less than 60 years","Total","Median equivalised net income","Euro","10,544"
"2008","Malta","60 years or over","Total","Median equivalised net income","Euro","7,876"
"2008","Malta","Less than 65 years","Total","Median equivalised net income","Euro","10,428"
"2008","Malta","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2008","Malta","65 years or over","Total","Median equivalised net income","Euro","7,608"
"2008","Malta","Less than 75 years","Total","Median equivalised net income","Euro","10,196"
"2008","Malta","75 years or over","Total","Median equivalised net income","Euro","7,552"
"2008","Netherlands","Total","Total","Median equivalised net income","Euro","19,522"
"2008","Netherlands","Less than 6 years","Total","Median equivalised net income","Euro","19,171"
"2008","Netherlands","From 6 to 10 years","Total","Median equivalised net income","Euro",":"
"2008","Netherlands","From 6 to 11 years","Total","Median equivalised net income","Euro","17,888"
"2008","Netherlands","From 11 to 15 years","Total","Median equivalised net income","Euro",":"
"2008","Netherlands","From 12 to 17 years","Total","Median equivalised net income","Euro","17,467"
"2008","Netherlands","Less than 16 years","Total","Median equivalised net income","Euro","18,190"
"2008","Netherlands","From 16 to 24 years","Total","Median equivalised net income","Euro","18,319"
"2008","Netherlands","From 16 to 64 years","Total","Median equivalised net income","Euro","20,580"
"2008","Netherlands","16 years or over","Total","Median equivalised net income","Euro","19,896"
"2008","Netherlands","Less than 18 years","Total","Median equivalised net income","Euro","18,188"
"2008","Netherlands","From 18 to 24 years","Total","Median equivalised net income","Euro","18,439"
"2008","Netherlands","From 18 to 64 years","Total","Median equivalised net income","Euro","20,681"
"2008","Netherlands","18 years or over","Total","Median equivalised net income","Euro","19,969"
"2008","Netherlands","From 25 to 49 years","Total","Median equivalised net income","Euro","20,724"
"2008","Netherlands","From 25 to 54 years","Total","Median equivalised net income","Euro","20,998"
"2008","Netherlands","From 50 to 64 years","Total","Median equivalised net income","Euro","21,857"
"2008","Netherlands","From 55 to 64 years","Total","Median equivalised net income","Euro","21,286"
"2008","Netherlands","Less than 60 years","Total","Median equivalised net income","Euro","20,029"
"2008","Netherlands","60 years or over","Total","Median equivalised net income","Euro","17,329"
"2008","Netherlands","Less than 65 years","Total","Median equivalised net income","Euro","19,997"
"2008","Netherlands","From 65 to 74 years","Total","Median equivalised net income","Euro",":"
"2008","Netherlands","65 years or over","Total","Median equivalised net income","Euro","16,721"
"2008","Netherlands","Less than 75 years","Total","Median equivalised net income","Euro","19,795"
"2008","Netherlands","75 years or over","Total","Median equivalised net income","Euro","16,140"
"2008","Austria","Total","Total","Median equivalised net income","Euro","19,413"
