"TIME","GEO","DEG_URB","CITIZEN","ISCED11","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2013","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","67.6",""
"2013","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.5",""
"2013","Czechia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","59.6",""
"2013","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.3",""
"2013","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","76.3",""
"2013","Denmark","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","65.2",""
"2013","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","71.7",""
"2013","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","73.8",""
"2013","Denmark","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","69.5",""
"2013","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","72.2",""
"2013","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","80.2",""
"2013","Germany (until 1990 former territory of the FRG)","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","63.8",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","74.8",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","78.6",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","70.9",""
"2013","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.3","u"
"2013","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2013","Estonia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.9","u"
"2013","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.0",""
"2013","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.5",""
"2013","Estonia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","66.8",""
"2013","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","69.2",""
"2013","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","75.1",""
"2013","Ireland","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","63.5",""
"2013","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","61.5",""
"2013","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","65.8",""
"2013","Ireland","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.3",""
"2013","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","49.9",""
"2013","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","56.2",""
"2013","Greece","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","45.5",""
"2013","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","49.0",""
"2013","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","58.1",""
"2013","Greece","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","40.1",""
"2013","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","55.8",""
"2013","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","58.3",""
"2013","Spain","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","53.5",""
"2013","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","55.6",""
"2013","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","60.2",""
"2013","Spain","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","50.8",""
"2013","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","68.5",""
"2013","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","73.8",""
"2013","France","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.8",""
"2013","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","64.8",""
"2013","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.0",""
"2013","France","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","61.7",""
"2013","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.4","u"
"2013","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","85.8","u"
"2013","Croatia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","c"
"2013","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","52.5",""
"2013","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","56.4",""
"2013","Croatia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","48.6",""
"2013","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.4",""
"2013","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","71.5",""
"2013","Italy","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","58.0",""
"2013","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","55.2",""
"2013","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","64.3",""
"2013","Italy","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","46.1",""
"2013","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.2",""
"2013","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","70.2",""
"2013","Cyprus","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","60.4",""
"2013","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","60.7",""
"2013","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","66.9",""
"2013","Cyprus","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","54.5",""
"2013","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","77.1","u"
"2013","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2013","Latvia","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2013","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","66.0",""
"2013","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","67.3",""
"2013","Latvia","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","64.7",""
"2013","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","84.0","u"
"2013","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males",":","u"
"2013","Lithuania","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females",":","u"
"2013","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","63.7",""
"2013","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","64.7",""
"2013","Lithuania","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.8",""
"2013","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","70.2",""
"2013","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","77.4",""
"2013","Luxembourg","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","62.5",""
"2013","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","62.8",""
"2013","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","68.3",""
"2013","Luxembourg","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","57.2",""
"2013","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","65.0",""
"2013","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","83.2",""
"2013","Hungary","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","48.2",""
"2013","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","58.0",""
"2013","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","63.6",""
"2013","Hungary","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","52.6",""
"2013","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","84.2",""
"2013","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Males","90.7",""
"2013","Malta","Total","EU27 countries (from 2020) except reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Females","73.2","u"
"2013","Malta","Total","Reporting country","All ISCED 2011 levels ","From 15 to 64 years","Percentage","Total","60.8",""
