"SEX","GEO","INDIC_SE","ISCO08","NACE_R2","TIME","SIZECLAS","UNIT","Value"
"Total","Spain","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","2,588"
"Total","Spain","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","2,054"
"Total","Spain","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","3,320"
"Total","Spain","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","2,126"
"Total","Spain","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","2,367"
"Total","Spain","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","1,541"
"Total","Spain","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","2,224"
"Total","Spain","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","2,247"
"Total","Spain","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","2,215"
"Total","Spain","Gross earnings","Total","Education","2018","10 employees or more","Euro","2,358"
"Total","Spain","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","2,223"
"Total","Spain","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","1,940"
"Total","Spain","Gross earnings","Total","Other service activities","2018","10 employees or more","Euro","1,681"
"Total","France","Gross earnings","Total","Industry, construction and services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","2,846"
"Total","France","Gross earnings","Total","Industry, construction and services (except public administration, defense, compulsory social security)","2018","10 employees or more","Euro","2,895"
"Total","France","Gross earnings","Total","Business economy","2018","10 employees or more","Euro","3,006"
"Total","France","Gross earnings","Total","Industry and construction","2018","10 employees or more","Euro","3,024"
"Total","France","Gross earnings","Total","Industry (except construction)","2018","10 employees or more","Euro","3,103"
"Total","France","Gross earnings","Total","Mining and quarrying","2018","10 employees or more","Euro","3,073"
"Total","France","Gross earnings","Total","Manufacturing","2018","10 employees or more","Euro","3,094"
"Total","France","Gross earnings","Total","Electricity, gas, steam and air conditioning supply","2018","10 employees or more","Euro","3,765"
"Total","France","Gross earnings","Total","Water supply; sewerage, waste management and remediation activities","2018","10 employees or more","Euro","2,574"
"Total","France","Gross earnings","Total","Construction","2018","10 employees or more","Euro","2,771"
"Total","France","Gross earnings","Total","Services (except activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","2,804"
"Total","France","Gross earnings","Total","Services (except public administration, defense, compulsory social security, activities of households as employers and extra-territorial organisations and bodies)","2018","10 employees or more","Euro","2,859"
"Total","France","Gross earnings","Total","Wholesale and retail trade; transport; accommodation and food service activities; information and communication","2018","10 employees or more","Euro","2,809"
"Total","France","Gross earnings","Total","Wholesale and retail trade; repair of motor vehicles and motorcycles","2018","10 employees or more","Euro","2,625"
"Total","France","Gross earnings","Total","Transportation and storage","2018","10 employees or more","Euro","2,804"
"Total","France","Gross earnings","Total","Accommodation and food service activities","2018","10 employees or more","Euro","2,167"
"Total","France","Gross earnings","Total","Information and communication","2018","10 employees or more","Euro","4,039"
"Total","France","Gross earnings","Total","Financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities","2018","10 employees or more","Euro","3,264"
"Total","France","Gross earnings","Total","Financial and insurance activities","2018","10 employees or more","Euro","4,153"
"Total","France","Gross earnings","Total","Real estate activities","2018","10 employees or more","Euro","2,848"
"Total","France","Gross earnings","Total","Professional, scientific and technical activities","2018","10 employees or more","Euro","3,903"
"Total","France","Gross earnings","Total","Administrative and support service activities","2018","10 employees or more","Euro","2,363"
"Total","France","Gross earnings","Total","Public administration and defence; compulsory social security; education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","2,591"
"Total","France","Gross earnings","Total","Public administration and defence; compulsory social security","2018","10 employees or more","Euro","2,518"
"Total","France","Gross earnings","Total","Education; human health and social work activities; arts, entertainment and recreation; other service activities","2018","10 employees or more","Euro","2,627"
"Total","France","Gross earnings","Total","Education","2018","10 employees or more","Euro","3,004"
"Total","France","Gross earnings","Total","Human health and social work activities","2018","10 employees or more","Euro","2,414"
"Total","France","Gross earnings","Total","Arts, entertainment and recreation","2018","10 employees or more","Euro","3,149"
